Typ;Flurkarten;LU_x;LU_y;LO_x;LO_y;RO_x;RO_y;RU_x;RU_y
Badische Flurkarten;79.79;466550.0997;5437655.228;466557.2055;5438654.794;467556.8074;5438647.684;467549.6718;5437648.064
Badische Flurkarten;79.80;467549.6718;5437648.064;467556.8074;5438647.684;468556.3347;5438640.527;468549.2267;5437640.922
Badische Flurkarten;79.81;468549.2267;5437640.922;468556.3347;5438640.527;469555.8114;5438633.326;469548.8304;5437633.782
Badische Flurkarten;79.82;469548.8304;5437633.782;469555.8114;5438633.326;470555.4027;5438626.196;470548.4195;5437626.664
Badische Flurkarten;79.83;470548.4195;5437626.664;470555.4027;5438626.196;471555.0365;5438619.074;471548.0044;5437619.531
Badische Flurkarten;79.84;471548.0044;5437619.531;471555.0365;5438619.074;472554.7691;5438611.965;472547.607;5437612.388
Badische Flurkarten;79.85;472547.607;5437612.388;472554.7691;5438611.965;473554.3532;5438604.825;473547.2776;5437605.265
Badische Flurkarten;79.86;473547.2776;5437605.265;473554.3532;5438604.825;474553.9483;5438597.69;474546.8324;5437598.109
Badische Flurkarten;79.87;474546.8324;5437598.109;474553.9483;5438597.69;475553.5307;5438590.42;475546.3172;5437590.844
Badische Flurkarten;79.88;475546.3172;5437590.844;475553.5307;5438590.42;476553.1125;5438583.243;476545.9401;5437583.664
Badische Flurkarten;79.89;476545.9401;5437583.664;476553.1125;5438583.243;477552.6865;5438576.12;477545.5354;5437576.558
Badische Flurkarten;79.90;477545.5354;5437576.558;477552.6865;5438576.12;478552.2618;5438569.01;478545.1081;5437569.465
Badische Flurkarten;79.91;478545.1081;5437569.465;478552.2618;5438569.01;479551.8719;5438561.957;479544.7106;5437562.403
Badische Flurkarten;79.92;479544.7106;5437562.403;479551.8719;5438561.957;480551.2969;5438554.823;480544.1788;5437555.27
Badische Flurkarten;79.93;480544.1788;5437555.27;480551.2969;5438554.823;481551.0782;5438547.866;481543.8515;5437548.168
Badische Flurkarten;79.94;481543.8515;5437548.168;481551.0782;5438547.866;482550.618;5438540.687;482543.4205;5437541.009
Badische Flurkarten;92.95;482450.8473;5424546.48;482458.0606;5425546.022;483457.6743;5425538.903;483450.657;5424539.334
Badische Flurkarten;50.91;478752.2624;5466556.822;478759.4836;5467556.44;479759.1873;5467549.196;479751.9463;5466549.656
Badische Flurkarten;50.92;479751.9463;5466549.656;479759.1873;5467549.196;480758.871;5467541.991;480751.6072;5466542.502
Badische Flurkarten;50.93;480751.6072;5466542.502;480758.871;5467541.991;481758.5281;5467534.832;481751.236;5466535.326
Badische Flurkarten;50.94;481751.236;5466535.326;481758.5281;5467534.832;482758.0701;5467527.704;482750.7852;5466528.146
Badische Flurkarten;50.95;482750.7852;5466528.146;482758.0701;5467527.704;483757.5902;5467520.619;483750.3193;5466521.065
Badische Flurkarten;50.96;483750.3193;5466521.065;483757.5902;5467520.619;484757.1222;5467513.471;484749.9305;5466513.928
Badische Flurkarten;50.97;484749.9305;5466513.928;484757.1222;5467513.471;485756.6804;5467506.294;485749.513;5466506.764
Badische Flurkarten;50.98;485749.513;5466506.764;485756.6804;5467506.294;486756.2852;5467499.16;486749.0946;5466499.597
Badische Flurkarten;50.99;486749.0946;5466499.597;486756.2852;5467499.16;487755.8579;5467491.97;487748.6237;5466492.347
Badische Flurkarten;50.100;487748.6237;5466492.347;487755.8579;5467491.97;488755.3936;5467484.764;488748.158;5466485.146
Badische Flurkarten;50.101;488748.158;5466485.146;488755.3936;5467484.764;489754.9985;5467477.575;489747.7018;5466477.987
Badische Flurkarten;50.102;489747.7018;5466477.987;489754.9985;5467477.575;490754.5315;5467470.363;490747.3652;5466470.751
Badische Flurkarten;50.103;490747.3652;5466470.751;490754.5315;5467470.363;491754.1378;5467463.184;491746.9556;5466463.56
Badische Flurkarten;50.104;491746.9556;5466463.56;491754.1378;5467463.184;492753.742;5467455.97;492746.6095;5466456.381
Badische Flurkarten;50.105;492746.6095;5466456.381;492753.742;5467455.97;493753.3536;5467448.77;493746.1854;5466449.231
Badische Flurkarten;50.106;493746.1854;5466449.231;493753.3536;5467448.77;494752.9302;5467441.611;494745.7068;5466442.087
Badische Flurkarten;50.107;494745.7068;5466442.087;494752.9302;5467441.611;495752.4371;5467434.413;495745.2389;5466434.949
Badische Flurkarten;50.108;495745.2389;5466434.949;495752.4371;5467434.413;496751.8684;5467427.205;496744.7658;5466427.777
Badische Flurkarten;50.109;496744.7658;5466427.777;496751.8684;5467427.205;497751.3377;5467419.996;497744.267;5466420.554
Badische Flurkarten;50.110;497744.267;5466420.554;497751.3377;5467419.996;498751.0626;5467412.858;498743.8624;5466413.335
Badische Flurkarten;50.111;498743.8624;5466413.335;498751.0626;5467412.858;499750.7183;5467405.776;499743.4419;5466406.178
Badische Flurkarten;50.112;499743.4419;5466406.178;499750.7183;5467405.776;500750.1495;5467398.551;500742.9123;5466398.968
Badische Flurkarten;50.113;500742.9123;5466398.968;500750.1495;5467398.551;501749.7013;5467391.336;501742.5626;5466391.822
Badische Flurkarten;50.114;501742.5626;5466391.822;501749.7013;5467391.336;502749.3352;5467384.213;502742.1877;5466384.68
Badische Flurkarten;50.115;502742.1877;5466384.68;502749.3352;5467384.213;503748.95;5467377.078;503741.8139;5466377.53
Badische Flurkarten;50.116;503741.8139;5466377.53;503748.95;5467377.078;504748.5801;5467369.893;504741.4019;5466370.373
Badische Flurkarten;50.117;504741.4019;5466370.373;504748.5801;5467369.893;505748.1711;5467362.728;505740.9694;5466363.198
Badische Flurkarten;50.118;505740.9694;5466363.198;505748.1711;5467362.728;506747.7277;5467355.537;506740.4871;5466355.939
Badische Flurkarten;50.119;506740.4871;5466355.939;506747.7277;5467355.537;507747.2706;5467348.317;507740.0443;5466348.764
Badische Flurkarten;50.120;507740.0443;5466348.764;507747.2706;5467348.317;508746.8459;5467341.142;508739.6139;5466341.592
Badische Flurkarten;50.121;508739.6139;5466341.592;508746.8459;5467341.142;509746.4172;5467333.963;509739.2087;5466334.399
Badische Flurkarten;50.122;509739.2087;5466334.399;509746.4172;5467333.963;510745.9591;5467326.844;510738.8039;5466327.217
Badische Flurkarten;50.123;510738.8039;5466327.217;510745.9591;5467326.844;511745.5043;5467319.812;511738.3577;5466320.226
Badische Flurkarten;50.124;511738.3577;5466320.226;511745.5043;5467319.812;512745.0914;5467312.705;512737.9809;5466313.073
Badische Flurkarten;59.114;501678.2153;5457395.856;501685.2645;5458395.474;502684.7494;5458388.336;502677.7187;5457388.725
Badische Flurkarten;99.59;446415.6454;5417805.921;446422.731;5418805.541;447422.3684;5418798.449;447415.3085;5417798.829
Badische Flurkarten;99.60;447415.3085;5417798.829;447422.3684;5418798.449;448421.9985;5418791.37;448414.9907;5417791.844
Badische Flurkarten;99.61;448414.9907;5417791.844;448421.9985;5418791.37;449421.8013;5418784.376;449414.794;5417784.831
Badische Flurkarten;99.62;449414.794;5417784.831;449421.8013;5418784.376;450421.4297;5418777.233;450414.5505;5417777.652
Badische Flurkarten;99.63;450414.5505;5417777.652;450421.4297;5418777.233;451420.8108;5418770.028;451413.8928;5417770.396
Badische Flurkarten;99.64;451413.8928;5417770.396;451420.8108;5418770.028;452420.7098;5418763.129;452413.497;5417763.253
Badische Flurkarten;99.65;452413.497;5417763.253;452420.7098;5418763.129;453420.2047;5418755.928;453412.8851;5417756.024
Badische Flurkarten;99.66;453412.8851;5417756.024;453420.2047;5418755.928;454419.5078;5418748.389;454412.3112;5417748.887
Badische Flurkarten;99.67;454412.3112;5417748.887;454419.5078;5418748.389;455419.1201;5418741.211;455411.8773;5417741.638
Badische Flurkarten;99.68;455411.8773;5417741.638;455419.1201;5418741.211;456418.7451;5418734.11;456411.6295;5417734.557
Badische Flurkarten;99.69;456411.6295;5417734.557;456418.7451;5418734.11;457418.3816;5418726.941;457411.2449;5417727.359
Badische Flurkarten;99.70;457411.2449;5417727.359;457418.3816;5418726.941;458417.9906;5418719.848;458410.8761;5417720.253
Badische Flurkarten;99.71;458410.8761;5417720.253;458417.9906;5418719.848;459417.5739;5418712.707;459410.4404;5417713.11
Badische Flurkarten;99.72;459410.4404;5417713.11;459417.5739;5418712.707;460417.1365;5418705.693;460409.9824;5417706.104
Badische Flurkarten;99.73;460409.9824;5417706.104;460417.1365;5418705.693;461416.7578;5418698.564;461409.58;5417698.977
Badische Flurkarten;99.74;461409.58;5417698.977;461416.7578;5418698.564;462416.33;5418691.432;462409.2498;5417691.881
Badische Flurkarten;99.75;462409.2498;5417691.881;462416.33;5418691.432;463415.9783;5418684.302;463408.8607;5417684.745
Badische Flurkarten;99.76;463408.8607;5417684.745;463415.9783;5418684.302;464415.5608;5418677.174;464408.4212;5417677.576
Badische Flurkarten;99.77;464408.4212;5417677.576;464415.5608;5418677.174;465415.2878;5418670.017;465408.0105;5417670.452
Badische Flurkarten;99.78;465408.0105;5417670.452;465415.2878;5418670.017;466414.7579;5418662.997;466407.7629;5417663.341
Badische Flurkarten;99.79;466407.7629;5417663.341;466414.7579;5418662.997;467414.3693;5418655.882;467407.2419;5417656.279
Badische Flurkarten;99.80;467407.2419;5417656.279;467414.3693;5418655.882;468413.9297;5418648.772;468406.8485;5417649.164
Badische Flurkarten;99.81;468406.8485;5417649.164;468413.9297;5418648.772;469413.5131;5418641.617;469406.4341;5417642.015
Badische Flurkarten;99.82;469406.4341;5417642.015;469413.5131;5418641.617;470413.2116;5418634.595;470405.9684;5417634.896
Badische Flurkarten;99.83;470405.9684;5417634.896;470413.2116;5418634.595;471412.6184;5418627.428;471405.5584;5417627.91
Badische Flurkarten;99.84;471405.5584;5417627.91;471412.6184;5418627.428;472412.2526;5418620.256;472405.1004;5417620.631
Badische Flurkarten;99.85;472405.1004;5417620.631;472412.2526;5418620.256;473411.8468;5418613.131;473404.7304;5417613.619
Badische Flurkarten;99.86;473404.7304;5417613.619;473411.8468;5418613.131;474411.2504;5418605.893;474404.157;5417606.383
Badische Flurkarten;99.87;474404.157;5417606.383;474411.2504;5418605.893;475410.7513;5418598.689;475403.7095;5417599.27
Badische Flurkarten;99.88;475403.7095;5417599.27;475410.7513;5418598.689;476410.4875;5418591.767;476403.3549;5417592.176
Badische Flurkarten;99.89;476403.3549;5417592.176;476410.4875;5418591.767;477410.0718;5418584.717;477402.999;5417585.142
Badische Flurkarten;99.90;477402.999;5417585.142;477410.0718;5418584.717;478409.6228;5418577.627;478402.5509;5417578.03
Badische Flurkarten;99.91;478402.5509;5417578.03;478409.6228;5418577.627;479409.2167;5418570.517;479402.1426;5417570.955
Badische Flurkarten;99.92;479402.1426;5417570.955;479409.2167;5418570.517;480408.7896;5418563.433;480401.7101;5417563.86
Badische Flurkarten;110.57;444338.004;5406824.426;444345.1772;5407824.068;445344.7779;5407816.946;445337.6122;5406817.307
Badische Flurkarten;89.70;457482.4793;5427723.45;457489.6388;5428723.017;458489.1981;5428715.877;458482.0786;5427716.346
Badische Flurkarten;89.71;458482.0786;5427716.346;458489.1981;5428715.877;459488.7786;5428708.736;459481.6644;5427709.161
Badische Flurkarten;89.72;459481.6644;5427709.161;459488.7786;5428708.736;460488.3468;5428701.61;460481.1965;5427702.028
Badische Flurkarten;89.73;460481.1965;5427702.028;460488.3468;5428701.61;461487.9212;5428694.461;461480.8428;5427694.895
Badische Flurkarten;89.74;461480.8428;5427694.895;461487.9212;5428694.461;462487.6664;5428687.343;462480.4889;5427687.774
Badische Flurkarten;89.75;462480.4889;5427687.774;462487.6664;5428687.343;463487.2139;5428680.258;463480.141;5427680.648
Badische Flurkarten;89.76;463480.141;5427680.648;463487.2139;5428680.258;464486.7884;5428673.164;464479.683;5427673.582
Badische Flurkarten;89.77;464479.683;5427673.582;464486.7884;5428673.164;465486.3362;5428666.065;465479.133;5427666.434
Badische Flurkarten;89.78;465479.133;5427666.434;465486.3362;5428666.065;466485.9029;5428658.952;466478.6958;5427659.358
Badische Flurkarten;89.79;466478.6958;5427659.358;466485.9029;5428658.952;467485.494;5428651.835;467478.3283;5427652.254
Badische Flurkarten;89.80;467478.3283;5427652.254;467485.494;5428651.835;468485.1023;5428644.556;468477.9549;5427645.026
Badische Flurkarten;89.81;468477.9549;5427645.026;468485.1023;5428644.556;469484.6502;5428637.411;469477.5065;5427637.873
Badische Flurkarten;89.82;469477.5065;5427637.873;469484.6502;5428637.411;470484.2039;5428630.285;470477.0551;5427630.744
Badische Flurkarten;89.83;470477.0551;5427630.744;470484.2039;5428630.285;471483.6074;5428623.012;471476.6066;5427623.598
Badische Flurkarten;89.84;471476.6066;5427623.598;471483.6074;5428623.012;472483.2293;5428615.958;472476.1986;5427616.425
Badische Flurkarten;89.85;472476.1986;5427616.425;472483.2293;5428615.958;473482.9273;5428608.917;473475.8256;5427609.363
Badische Flurkarten;89.86;473475.8256;5427609.363;473482.9273;5428608.917;474482.4305;5428601.964;474475.4665;5427602.378
Badische Flurkarten;89.87;474475.4665;5427602.378;474482.4305;5428601.964;475481.8885;5428594.957;475474.8281;5427595.434
Badische Flurkarten;89.88;475474.8281;5427595.434;475481.8885;5428594.957;476481.4329;5428587.868;476474.2229;5427588.499
Badische Flurkarten;89.89;476474.2229;5427588.499;476481.4329;5428587.868;477481.0901;5428580.594;477473.8951;5427581.153
Badische Flurkarten;89.90;477473.8951;5427581.153;477481.0901;5428580.594;478480.7789;5428573.275;478473.6157;5427573.797
Badische Flurkarten;89.91;478473.6157;5427573.797;478480.7789;5428573.275;479480.3934;5428566.12;479473.3208;5427566.554
Badische Flurkarten;89.92;479473.3208;5427566.554;479480.3934;5428566.12;480479.9687;5428559.01;480472.8511;5427559.414
Badische Flurkarten;89.93;480472.8511;5427559.414;480479.9687;5428559.01;481479.5423;5428551.91;481472.4136;5427552.341
Badische Flurkarten;90.59;446479.7451;5426802.292;446486.7831;5427802.055;447486.4483;5427794.76;447479.3254;5426795.17
Badische Flurkarten;90.60;447479.3254;5426795.17;447486.4483;5427794.76;448486.034;5427787.642;448478.9203;5426788.048
Badische Flurkarten;90.61;448478.9203;5426788.048;448486.034;5427787.642;449485.6061;5427780.517;449478.498;5426780.915
Badische Flurkarten;90.62;449478.498;5426780.915;449485.6061;5427780.517;450485.2126;5427773.397;450478.1059;5426773.794
Badische Flurkarten;90.63;450478.1059;5426773.794;450485.2126;5427773.397;451484.8216;5427766.251;451477.6722;5426766.672
Badische Flurkarten;90.64;451477.6722;5426766.672;451484.8216;5427766.251;452484.4391;5427759.148;452477.2995;5426759.551
Badische Flurkarten;90.65;452477.2995;5426759.551;452484.4391;5427759.148;453484.0496;5427751.963;453476.9413;5426752.333
Badische Flurkarten;90.66;453476.9413;5426752.333;453484.0496;5427751.963;454483.6754;5427744.835;454476.5318;5426745.219
Badische Flurkarten;90.67;454476.5318;5426745.219;454483.6754;5427744.835;455483.2868;5427737.711;455476.1829;5426738.094
Badische Flurkarten;90.68;455476.1829;5426738.094;455483.2868;5427737.711;456482.8852;5427730.574;456475.7699;5426730.975
Badische Flurkarten;101.93;480387.5595;5415564.625;480394.6617;5416564.209;481394.2766;5416557.118;481387.1639;5415557.52
Badische Flurkarten;92.96;483450.657;5424539.334;483457.6743;5425538.903;484457.0492;5425531.917;484450.2114;5424532.245
Badische Flurkarten;93.56;443459.2685;5423825.18;443466.4459;5424824.551;444465.9537;5424817.637;444458.9733;5423817.875
Badische Flurkarten;93.57;444458.9733;5423817.875;444465.9537;5424817.637;445465.7045;5424810.399;445458.7896;5423810.63
Badische Flurkarten;93.58;445458.7896;5423810.63;445465.7045;5424810.399;446465.4795;5424803.161;446458.3967;5423803.566
Badische Flurkarten;93.59;446458.3967;5423803.566;446465.4795;5424803.161;447465.074;5424795.976;447457.9102;5423796.448
Badische Flurkarten;93.60;447457.9102;5423796.448;447465.074;5424795.976;448464.638;5424788.774;448457.4506;5423789.263
Badische Flurkarten;93.61;448457.4506;5423789.263;448464.638;5424788.774;449464.1194;5424781.621;449456.9828;5423782.077
Badische Flurkarten;93.62;449456.9828;5423782.077;449464.1194;5424781.621;450463.7061;5424774.497;450456.5838;5423774.931
Badische Flurkarten;93.63;450456.5838;5423774.931;450463.7061;5424774.497;451463.2389;5424767.197;451456.215;5423767.724
Badische Flurkarten;93.64;451456.215;5423767.724;451463.2389;5424767.197;452463.0847;5424760.282;452455.9987;5423760.604
Badische Flurkarten;93.65;452455.9987;5423760.604;452463.0847;5424760.282;453462.7061;5424753.145;453455.5792;5423753.539
Badische Flurkarten;93.66;453455.5792;5423753.539;453462.7061;5424753.145;454462.3124;5424746.017;454455.1775;5423746.426
Badische Flurkarten;93.67;454455.1775;5423746.426;454462.3124;5424746.017;455461.9229;5424738.893;455454.8013;5423739.288
Badische Flurkarten;93.68;455454.8013;5423739.288;455461.9229;5424738.893;456461.5289;5424731.81;456454.3936;5423732.224
Badische Flurkarten;93.69;456454.3936;5423732.224;456461.5289;5424731.81;457461.125;5424724.682;457453.9865;5423725.09
Badische Flurkarten;93.70;457453.9865;5423725.09;457461.125;5424724.682;458460.7071;5424717.563;458453.5817;5423717.948
Badische Flurkarten;93.71;458453.5817;5423717.948;458460.7071;5424717.563;459460.2815;5424710.355;459453.1646;5423710.765
Badische Flurkarten;93.72;459453.1646;5423710.765;459460.2815;5424710.355;460459.8825;5424703.244;460452.7827;5423703.666
Badische Flurkarten;93.73;460452.7827;5423703.666;460459.8825;5424703.244;461459.4983;5424696.139;461452.3928;5423696.557
Badische Flurkarten;93.74;461452.3928;5423696.557;461459.4983;5424696.139;462459.1232;5424689.035;462451.9726;5423689.435
Badische Flurkarten;93.75;462451.9726;5423689.435;462459.1232;5424689.035;463458.7063;5424681.924;463451.5642;5423682.308
Badische Flurkarten;93.76;463451.5642;5423682.308;463458.7063;5424681.924;464458.2999;5424674.813;464451.1546;5423675.251
Badische Flurkarten;93.77;464451.1546;5423675.251;464458.2999;5424674.813;465457.9138;5424667.7;465450.7687;5423668.099
Badische Flurkarten;93.78;465450.7687;5423668.099;465457.9138;5424667.7;466457.5664;5424660.531;466450.369;5423660.957
Badische Flurkarten;93.79;466450.369;5423660.957;466457.5664;5424660.531;467457.0449;5424653.51;467449.9275;5423653.83
Badische Flurkarten;93.80;467449.9275;5423653.83;467457.0449;5424653.51;468456.7017;5424646.196;468449.5278;5423646.71
Badische Flurkarten;93.81;468449.5278;5423646.71;468456.7017;5424646.196;469456.2935;5424639.148;469449.1217;5423639.543
Badische Flurkarten;93.82;469449.1217;5423639.543;469456.2935;5424639.148;470455.8298;5424632.011;470448.7459;5423632.382
Badische Flurkarten;93.83;470448.7459;5423632.382;470455.8298;5424632.011;471455.4097;5424624.924;471448.2793;5423625.327
Badische Flurkarten;93.84;471448.2793;5423625.327;471455.4097;5424624.924;472454.9814;5424617.784;472447.8427;5423618.206
Badische Flurkarten;93.85;472447.8427;5423618.206;472454.9814;5424617.784;473454.5554;5424610.68;473447.4508;5423611.031
Badische Flurkarten;93.86;473447.4508;5423611.031;473454.5554;5424610.68;474454.1477;5424603.551;474447.0966;5423603.906
Badische Flurkarten;93.87;474447.0966;5423603.906;474454.1477;5424603.551;475453.7156;5424596.426;475446.6198;5423596.824
Badische Flurkarten;93.88;475446.6198;5423596.824;475453.7156;5424596.426;476453.3257;5424589.442;476446.1954;5423589.819
Badische Flurkarten;104.81;468371.1076;5412651.204;468378.2918;5413650.799;469377.8983;5413643.628;469370.7186;5412644.049
Badische Flurkarten;59.115;502677.7187;5457388.725;502684.7494;5458388.336;503684.3313;5458381.152;503677.1899;5457381.617
Badische Flurkarten;59.116;503677.1899;5457381.617;503684.3313;5458381.152;504683.9425;5458373.983;504676.7466;5457374.479
Badische Flurkarten;59.117;504676.7466;5457374.479;504683.9425;5458373.983;505683.5222;5458366.899;505676.311;5457367.356
Badische Flurkarten;59.118;505676.311;5457367.356;505683.5222;5458366.899;506683.0501;5458359.743;506675.8475;5457360.239
Badische Flurkarten;59.119;506675.8475;5457360.239;506683.0501;5458359.743;507682.5978;5458352.602;507675.4012;5457353.081
Badische Flurkarten;59.120;507675.4012;5457353.081;507682.5978;5458352.602;508682.145;5458345.452;508674.9626;5457345.896
Badische Flurkarten;59.121;508674.9626;5457345.896;508682.145;5458345.452;509681.7081;5458338.295;509674.555;5457338.739
Badische Flurkarten;59.122;509674.555;5457338.739;509681.7081;5458338.295;510681.3031;5458331.05;510674.1367;5457331.337
Badische Flurkarten;59.123;510674.1367;5457331.337;510681.3031;5458331.05;511680.8859;5458323.84;511673.727;5457324.289
Badische Flurkarten;59.128;515672.0717;5457295.531;515679.2591;5458295.071;516678.9395;5458287.819;516671.7449;5457288.296
Badische Flurkarten;59.129;516671.7449;5457288.296;516678.9395;5458287.819;517678.4859;5458280.595;517671.3865;5457281.106
Badische Flurkarten;59.130;517671.3865;5457281.106;517678.4859;5458280.595;518678.1457;5458273.474;518671.082;5457274.006
Badische Flurkarten;59.131;518671.082;5457274.006;518678.1457;5458273.474;519677.6795;5458266.346;519670.4812;5457266.794
Badische Flurkarten;59.132;519670.4812;5457266.794;519677.6795;5458266.346;520677.1938;5458259.146;520669.9414;5457259.654
Badische Flurkarten;59.133;520669.9414;5457259.654;520677.1938;5458259.146;521676.7004;5458251.998;521669.533;5457252.587
Badische Flurkarten;59.134;521669.533;5457252.587;521676.7004;5458251.998;522676.1896;5458244.632;522668.8923;5457245.266
Badische Flurkarten;59.135;522668.8923;5457245.266;522676.1896;5458244.632;523675.8484;5458237.318;523668.115;5457238.059
Badische Flurkarten;59.136;523668.115;5457238.059;523675.8484;5458237.318;524675.6065;5458230.21;524668.3585;5457230.829
Badische Flurkarten;59.137;524668.3585;5457230.829;524675.6065;5458230.21;525675.0786;5458223.24;525667.8684;5457223.862
Badische Flurkarten;60.71;458689.2375;5456704.588;458696.3812;5457704.15;459695.9834;5457696.996;459688.8428;5456697.411
Badische Flurkarten;60.72;459688.8428;5456697.411;459695.9834;5457696.996;460695.5874;5457689.831;460688.4253;5456690.248
Badische Flurkarten;60.73;460688.4253;5456690.248;460695.5874;5457689.831;461695.1679;5457682.647;461687.9892;5456683.095
Badische Flurkarten;60.74;461687.9892;5456683.095;461695.1679;5457682.647;462694.7613;5457675.475;462687.5942;5456675.912
Badische Flurkarten;60.75;462687.5942;5456675.912;462694.7613;5457675.475;463694.3881;5457668.294;463687.2574;5456668.709
Badische Flurkarten;60.76;463687.2574;5456668.709;463694.3881;5457668.294;464694.0218;5457661.103;464686.872;5456661.541
Badische Flurkarten;60.77;464686.872;5456661.541;464694.0218;5457661.103;465693.5801;5457653.957;465686.4426;5456654.387
Badische Flurkarten;60.78;465686.4426;5456654.387;465693.5801;5457653.957;466693.1371;5457646.809;466685.9958;5456647.242
Badische Flurkarten;60.79;466685.9958;5456647.242;466693.1371;5457646.809;467692.6929;5457639.673;467685.5477;5456640.1
Badische Flurkarten;60.80;467685.5477;5456640.1;467692.6929;5457639.673;468692.259;5457632.516;468685.1016;5456632.955
Badische Flurkarten;60.81;468685.1016;5456632.955;468692.259;5457632.516;469691.8405;5457625.332;469684.6761;5456625.811
Badische Flurkarten;60.82;469684.6761;5456625.811;469691.8405;5457625.332;470691.408;5457618.174;470684.2457;5456618.686
Badische Flurkarten;60.83;470684.2457;5456618.686;470691.408;5457618.174;471691.0031;5457611.027;471683.8455;5456611.529
Badische Flurkarten;60.84;471683.8455;5456611.529;471691.0031;5457611.027;472690.6067;5457603.899;472683.448;5456604.349
Badische Flurkarten;60.85;472683.448;5456604.349;472690.6067;5457603.899;473690.2177;5457596.767;473683.0721;5456597.242
Badische Flurkarten;70.96;483607.4515;5446530.073;483614.8531;5447529.775;484614.3561;5447522.633;484607.027;5446522.913
Badische Flurkarten;110.58;445337.6122;5406817.307;445344.7779;5407816.946;446344.356;5407809.818;446337.2435;5406810.195
Badische Flurkarten;110.59;446337.2435;5406810.195;446344.356;5407809.818;447343.9644;5407802.696;447336.8515;5406803.176
Badische Flurkarten;110.60;447336.8515;5406803.176;447343.9644;5407802.696;448343.6431;5407795.664;448336.4621;5406796.05
Badische Flurkarten;110.61;448336.4621;5406796.05;448343.6431;5407795.664;449343.1875;5407788.593;449336.0567;5406788.952
Badische Flurkarten;110.62;449336.0567;5406788.952;449343.1875;5407788.593;450342.7566;5407781.517;450335.6525;5406781.857
Badische Flurkarten;110.63;450335.6525;5406781.857;450342.7566;5407781.517;451342.3108;5407774.456;451335.2096;5406774.682
Badische Flurkarten;110.64;451335.2096;5406774.682;451342.3108;5407774.456;452342.0249;5407767.242;452334.9096;5406767.523
Badische Flurkarten;110.65;452334.9096;5406767.523;452342.0249;5407767.242;453341.778;5407760.125;453334.7074;5406760.377
Badische Flurkarten;110.66;453334.7074;5406760.377;453341.778;5407760.125;454341.4854;5407752.977;454334.284;5406753.478
Badische Flurkarten;110.67;454334.284;5406753.478;454341.4854;5407752.977;455341.0066;5407745.863;455333.8285;5406746.304
Badische Flurkarten;110.68;455333.8285;5406746.304;455341.0066;5407745.863;456340.5633;5407738.69;456333.3865;5406739.13
Badische Flurkarten;110.69;456333.3865;5406739.13;456340.5633;5407738.69;457340.0974;5407731.617;457332.9593;5406731.95
Badische Flurkarten;110.70;457332.9593;5406731.95;457340.0974;5407731.617;458339.7204;5407724.471;458332.3985;5406725.067
Badische Flurkarten;110.71;458332.3985;5406725.067;458339.7204;5407724.471;459339.0212;5407717.571;459331.9912;5406717.926
Badische Flurkarten;110.74;461331.2892;5406703.532;461338.3042;5407703.064;462337.8821;5407695.652;462330.7312;5406696.354
Badische Flurkarten;110.75;462330.7312;5406696.354;462337.8821;5407695.652;463337.5147;5407688.518;463330.3804;5406688.888
Badische Flurkarten;110.76;463330.3804;5406688.888;463337.5147;5407688.518;464337.136;5407681.368;464330.0058;5406681.747
Badische Flurkarten;110.91;478324.3949;5406582.611;478331.4783;5407582.185;479331.0492;5407575.099;479323.9833;5406575.511
Badische Flurkarten;110.92;479323.9833;5406575.511;479331.0492;5407575.099;480330.6133;5407567.994;480323.548;5406568.401
Badische Flurkarten;110.93;480323.548;5406568.401;480330.6133;5407567.994;481330.1942;5407560.88;481323.1315;5406561.307
Badische Flurkarten;110.94;481323.1315;5406561.307;481330.1942;5407560.88;482329.8381;5407553.76;482322.7371;5406554.196
Badische Flurkarten;110.95;482322.7371;5406554.196;482329.8381;5407553.76;483329.447;5407546.673;483322.3579;5406547.1
Badische Flurkarten;110.96;483322.3579;5406547.1;483329.447;5407546.673;484329.0168;5407539.617;484321.942;5406539.973
Badische Flurkarten;110.97;484321.942;5406539.973;484329.0168;5407539.617;485328.5817;5407532.54;485321.4917;5406532.908
Badische Flurkarten;110.98;485321.4917;5406532.908;485328.5817;5407532.54;486328.1257;5407525.471;486321.0658;5406525.825
Badische Flurkarten;110.99;486321.0658;5406525.825;486328.1257;5407525.471;487327.7237;5407518.405;487320.655;5406518.726
Badische Flurkarten;110.100;487320.655;5406518.726;487327.7237;5407518.405;488327.2939;5407511.347;488320.2688;5406511.635
Badische Flurkarten;110.101;488320.2688;5406511.635;488327.2939;5407511.347;489326.9602;5407504.108;489319.8579;5406504.533
Badische Flurkarten;111.45;432335.3853;5405910.326;432342.5194;5406909.952;433342.1566;5406902.837;433335.0233;5405903.201
Badische Flurkarten;111.46;433335.0233;5405903.201;433342.1566;5406902.837;434341.7994;5406895.704;434334.6628;5405896.056
Badische Flurkarten;111.47;434334.6628;5405896.056;434341.7994;5406895.704;435341.4376;5406888.544;435334.3112;5405888.93
Badische Flurkarten;111.48;435334.3112;5405888.93;435341.4376;5406888.544;436341.1552;5406881.528;436333.9059;5405881.831
Badische Flurkarten;111.49;436333.9059;5405881.831;436341.1552;5406881.528;437340.6568;5406874.358;437333.5674;5405874.735
Badische Flurkarten;111.50;437333.5674;5405874.735;437340.6568;5406874.358;438340.3201;5406867.215;438333.1815;5405867.611
