Typ;Flurkarten;LU_x;LU_y;LO_x;LO_y;RO_x;RO_y;RU_x;RU_y
Württembergische Flurkarten;SO 07870;582823.9741;5284796.228;582823.328;5285941.427;583968.6158;5285942.093;583969.2694;5284796.874
Württembergische Flurkarten;SO 07871;583969.2694;5284796.874;583968.6158;5285942.093;585113.9068;5285942.722;585114.5671;5284797.528
Württembergische Flurkarten;SO 07922;527852.534;5283619.217;527851.8706;5284764.441;528997.1276;5284765.072;528997.7631;5283619.887
Württembergische Flurkarten;SO 07923;528997.7631;5283619.887;528997.1276;5284765.072;530142.3211;5284765.747;530142.9968;5283620.566
Württembergische Flurkarten;SO 07924;530142.9968;5283620.566;530142.3211;5284765.747;531287.5479;5284766.404;531288.2184;5283621.249
Württembergische Flurkarten;SO 07925;531288.2184;5283621.249;531287.5479;5284766.404;532432.7799;5284767.085;532433.4329;5283621.907
Württembergische Flurkarten;SO 07926;532433.4329;5283621.907;532432.7799;5284767.085;533578.0253;5284767.756;533578.6731;5283622.55
Württembergische Flurkarten;SO 04855;565625.1045;5319142.501;565624.4288;5320287.71;566769.6993;5320288.384;566770.3772;5319143.174
Württembergische Flurkarten;SO 08128;534725.2291;5281332.815;534724.5452;5282478.002;535869.7469;5282478.643;535870.4223;5281333.48
Württembergische Flurkarten;SO 08129;535870.4223;5281333.48;535869.7469;5282478.643;537014.9799;5282479.343;537015.6486;5281334.147
Württembergische Flurkarten;SO 08130;537015.6486;5281334.147;537014.9799;5282479.343;538160.2124;5282480.014;538160.8851;5281334.796
Württembergische Flurkarten;SO 08131;538160.8851;5281334.796;538160.2124;5282480.014;539305.4414;5282480.68;539306.0965;5281335.463
Württembergische Flurkarten;SO 08132;539306.0965;5281335.463;539305.4414;5282480.68;540450.6665;5282481.332;540451.326;5281336.121
Württembergische Flurkarten;SO 08133;540451.326;5281336.121;540450.6665;5282481.332;541595.8919;5282481.991;541596.5453;5281336.791
Württembergische Flurkarten;SO 08134;541596.5453;5281336.791;541595.8919;5282481.991;542741.1207;5282482.649;542741.7745;5281337.443
Württembergische Flurkarten;SO 08135;542741.7745;5281337.443;542741.1207;5282482.649;543886.3621;5282483.325;543886.9898;5281338.141
Württembergische Flurkarten;SO 08136;543886.9898;5281338.141;543886.3621;5282483.325;545031.6025;5282483.99;545032.2426;5281338.787
Württembergische Flurkarten;SO 08137;545032.2426;5281338.787;545031.6025;5282483.99;546176.8039;5282484.636;546177.4841;5281339.454
Württembergische Flurkarten;SO 08138;546177.4841;5281339.454;546176.8039;5282484.636;547322.0813;5282485.329;547322.7411;5281340.111
Württembergische Flurkarten;SO 08139;547322.7411;5281340.111;547322.0813;5282485.329;548467.2999;5282485.981;548467.9256;5281340.76
Württembergische Flurkarten;SO 08140;548467.9256;5281340.76;548467.2999;5282485.981;549612.523;5282486.657;549613.1771;5281341.464
Württembergische Flurkarten;SO 08141;549613.1771;5281341.464;549612.523;5282486.657;550757.7678;5282487.322;550758.4274;5281342.112
Württembergische Flurkarten;SO 08142;550758.4274;5281342.112;550757.7678;5282487.322;551903.0046;5282487.988;551903.6493;5281342.783
Württembergische Flurkarten;SO 08143;551903.6493;5281342.783;551903.0046;5282487.988;553048.2489;5282488.654;553048.8875;5281343.466
Württembergische Flurkarten;SO 08144;553048.8875;5281343.466;553048.2489;5282488.654;554193.5093;5282489.328;554194.1572;5281344.13
Württembergische Flurkarten;SO 08145;554194.1572;5281344.13;554193.5093;5282489.328;555338.7528;5282489.967;555339.3854;5281344.787
Württembergische Flurkarten;SO 08146;555339.3854;5281344.787;555338.7528;5282489.967;556483.9977;5282490.628;556484.6664;5281345.426
Württembergische Flurkarten;SO 08147;556484.6664;5281345.426;556483.9977;5282490.628;557629.2531;5282491.278;557629.9161;5281346.08
Württembergische Flurkarten;SO 08148;557629.9161;5281346.08;557629.2531;5282491.278;558774.5177;5282491.937;558775.1798;5281346.732
Württembergische Flurkarten;SO 08149;558775.1798;5281346.732;558774.5177;5282491.937;559919.7675;5282492.6;559920.4315;5281347.402
Württembergische Flurkarten;SO 08150;559920.4315;5281347.402;559919.7675;5282492.6;561065.0241;5282493.248;561065.6924;5281348.048
Württembergische Flurkarten;SO 08151;561065.6924;5281348.048;561065.0241;5282493.248;562210.2921;5282493.906;562210.9599;5281348.69
Württembergische Flurkarten;SO 08152;562210.9599;5281348.69;562210.2921;5282493.906;563355.5365;5282494.563;563356.2041;5281349.342
Württembergische Flurkarten;SO 08153;563356.2041;5281349.342;563355.5365;5282494.563;564500.8156;5282495.254;564501.4768;5281350.044
Württembergische Flurkarten;SO 08154;564501.4768;5281350.044;564500.8156;5282495.254;565646.0671;5282495.919;565646.7323;5281350.698
Württembergische Flurkarten;SO 08155;565646.7323;5281350.698;565646.0671;5282495.919;566791.347;5282496.582;566791.9918;5281351.377
Württembergische Flurkarten;SO 08156;566791.9918;5281351.377;566791.347;5282496.582;567936.6022;5282497.252;567937.2691;5281352.05
Württembergische Flurkarten;SO 08157;567937.2691;5281352.05;567936.6022;5282497.252;569081.8846;5282497.92;569082.5223;5281352.719
Württembergische Flurkarten;SO 08158;569082.5223;5281352.719;569081.8846;5282497.92;570227.1558;5282498.572;570227.7988;5281353.344
Württembergische Flurkarten;SO 08159;570227.7988;5281353.344;570227.1558;5282498.572;571372.4228;5282499.227;571373.0776;5281354.019
Württembergische Flurkarten;SO 08160;571373.0776;5281354.019;571372.4228;5282499.227;572517.7154;5282499.889;572518.3628;5281354.669
Württembergische Flurkarten;SW 00538;460236.202;5368324.339;460235.5665;5369469.486;461380.6849;5369470.125;461381.4033;5368325.014
Württembergische Flurkarten;SW 03041;456817.15;5339693.128;456816.5443;5340838.342;457961.9176;5340838.953;457962.59;5339693.822
Württembergische Flurkarten;SW 03042;455672.1103;5339692.769;455671.5619;5340837.841;456816.5443;5340838.342;456817.15;5339693.128
Württembergische Flurkarten;SW 03043;454527.0912;5339692.132;454526.4169;5340837.2;455671.5619;5340837.841;455672.1103;5339692.769
Württembergische Flurkarten;SW 03044;453381.8995;5339691.423;453381.1544;5340836.582;454526.4169;5340837.2;454527.0912;5339692.132
Württembergische Flurkarten;SW 03045;452236.6299;5339690.786;452235.8819;5340835.767;453381.1544;5340836.582;453381.8995;5339691.423
Württembergische Flurkarten;SW 03046;451091.3869;5339690.124;451090.5336;5340835.05;452235.8819;5340835.767;452236.6299;5339690.786
Württembergische Flurkarten;SW 03047;449946.0385;5339689.5;449945.4453;5340834.287;451090.5336;5340835.05;451091.3869;5339690.124
Württembergische Flurkarten;SW 03048;448800.8434;5339688.861;448800.1234;5340833.732;449945.4453;5340834.287;449946.0385;5339689.5
Württembergische Flurkarten;SW 03049;447655.6686;5339688.226;447654.9275;5340832.997;448800.1234;5340833.732;448800.8434;5339688.861
Württembergische Flurkarten;SW 03101;502625.789;5338573.655;502625.1816;5339718.807;503770.4479;5339719.403;503771.1355;5338574.262
Württembergische Flurkarten;SW 03102;501480.6523;5338572.952;501480.0539;5339718.106;502625.1816;5339718.807;502625.789;5338573.655
Württembergische Flurkarten;SW 03103;500335.6137;5338572.236;500335.0014;5339717.499;501480.0539;5339718.106;501480.6523;5338572.952
Württembergische Flurkarten;SW 03104;499190.3738;5338571.531;499189.6866;5339716.819;500335.0014;5339717.499;500335.6137;5338572.236
Württembergische Flurkarten;SW 03105;498045.029;5338570.84;498044.4219;5339716.109;499189.6866;5339716.819;499190.3738;5338571.531
Württembergische Flurkarten;SW 03106;496899.8818;5338570.234;496899.2755;5339715.485;498044.4219;5339716.109;498045.029;5338570.84
Württembergische Flurkarten;SW 03107;495754.9522;5338569.634;495754.0392;5339714.777;496899.2755;5339715.485;496899.8818;5338570.234
Württembergische Flurkarten;SW 03108;494609.8183;5338569.142;494609.0364;5339714.18;495754.0392;5339714.777;495754.9522;5338569.634
Württembergische Flurkarten;SW 03109;493464.4534;5338568.427;493463.8471;5339713.476;494609.0364;5339714.18;494609.8183;5338569.142
Württembergische Flurkarten;SW 03110;492319.3096;5338567.726;492318.7188;5339712.89;493463.8471;5339713.476;493464.4534;5338568.427
Württembergische Flurkarten;SW 03111;491174.2632;5338567.125;491173.4062;5339712.196;492318.7188;5339712.89;492319.3096;5338567.726
Württembergische Flurkarten;SW 03112;490029.064;5338566.431;490028.3376;5339711.719;491173.4062;5339712.196;491174.2632;5338567.125
Württembergische Flurkarten;SW 03113;488883.7655;5338565.827;488883.0022;5339711.072;490028.3376;5339711.719;490029.064;5338566.431
Württembergische Flurkarten;SW 03114;487738.757;5338565.219;487738.1605;5339710.47;488883.0022;5339711.072;488883.7655;5338565.827
Württembergische Flurkarten;SW 03115;486593.5369;5338564.452;486592.6606;5339709.684;487738.1605;5339710.47;487738.757;5338565.219
Württembergische Flurkarten;SW 03116;485448.3642;5338563.925;485447.5768;5339709.082;486592.6606;5339709.684;486593.5369;5338564.452
Württembergische Flurkarten;SW 03117;484303.2472;5338563.359;484302.5317;5339708.464;485447.5768;5339709.082;485448.3642;5338563.925
Württembergische Flurkarten;SW 03118;483158.0265;5338562.554;483157.3142;5339707.877;484302.5317;5339708.464;484303.2472;5338563.359
Württembergische Flurkarten;SW 03119;482012.6404;5338561.807;482012.0239;5339707.094;483157.3142;5339707.877;483158.0265;5338562.554
Württembergische Flurkarten;SW 03120;480867.5205;5338561.116;480866.7956;5339706.464;482012.0239;5339707.094;482012.6404;5338561.807
Württembergische Flurkarten;SW 03121;479722.2643;5338560.525;479721.5398;5339705.768;480866.7956;5339706.464;480867.5205;5338561.116
Württembergische Flurkarten;SW 03122;478577.0854;5338559.99;478576.289;5339705.042;479721.5398;5339705.768;479722.2643;5338560.525
Württembergische Flurkarten;SW 03123;477431.6835;5338559.254;477431.0552;5339704.544;478576.289;5339705.042;478577.0854;5338559.99
Württembergische Flurkarten;SW 03124;476286.2481;5338558.6;476285.647;5339703.81;477431.0552;5339704.544;477431.6835;5338559.254
Württembergische Flurkarten;SO 08425;531291.5316;5277895.21;531290.8677;5279040.42;532436.0753;5279041.071;532436.7604;5277895.885
Württembergische Flurkarten;SW 03340;457964.3736;5336258.395;457963.5808;5337403.571;459108.8696;5337404.193;459109.4335;5336258.836
Württembergische Flurkarten;SW 03341;456819.3006;5336257.974;456818.4983;5337403.01;457963.5808;5337403.571;457964.3736;5336258.395
Württembergische Flurkarten;SW 03342;455674.0651;5336257.311;455673.2715;5337402.469;456818.4983;5337403.01;456819.3006;5336257.974
Württembergische Flurkarten;SW 03343;454528.8124;5336256.665;454528.1212;5337401.846;455673.2715;5337402.469;455674.0651;5336257.311
Württembergische Flurkarten;SW 03401;502628.2834;5335138.409;502627.3827;5336283.359;503772.6944;5336283.991;503773.4731;5335139.011
Württembergische Flurkarten;SW 03402;501482.9428;5335137.911;501482.0381;5336282.762;502627.3827;5336283.359;502628.2834;5335138.409
Württembergische Flurkarten;SW 03403;500337.6052;5335137.115;500336.8004;5336282.063;501482.0381;5336282.762;501482.9428;5335137.911
Württembergische Flurkarten;SW 03404;499192.3866;5335136.413;499191.5837;5336281.454;500336.8004;5336282.063;500337.6052;5335137.115
Württembergische Flurkarten;SW 03405;498047.2339;5335135.807;498046.5503;5336280.845;499191.5837;5336281.454;499192.3866;5335136.413
Württembergische Flurkarten;SW 03406;496902.1876;5335135.111;496901.4943;5336280.151;498046.5503;5336280.845;498047.2339;5335135.807
Württembergische Flurkarten;SW 03407;495757.0374;5335134.314;495756.3395;5336279.346;496901.4943;5336280.151;496902.1876;5335135.111
Württembergische Flurkarten;SW 03408;494611.9928;5335133.514;494611.0901;5336278.753;495756.3395;5336279.346;495757.0374;5335134.314
Württembergische Flurkarten;SW 03409;493466.6497;5335132.797;493465.8634;5336278.048;494611.0901;5336278.753;494611.9928;5335133.514
Württembergische Flurkarten;SW 03410;492321.3108;5335132.2;492320.7017;5336277.443;493465.8634;5336278.048;493466.6497;5335132.797
Württembergische Flurkarten;SW 03411;491176.2614;5335131.488;491175.5594;5336276.74;492320.7017;5336277.443;492321.3108;5335132.2
Württembergische Flurkarten;SW 03412;490031.1708;5335130.99;490030.5359;5336276.144;491175.5594;5336276.74;491176.2614;5335131.488
Württembergische Flurkarten;SW 03413;488885.9791;5335130.396;488885.2067;5336275.48;490030.5359;5336276.144;490031.1708;5335130.99
Württembergische Flurkarten;SW 03414;487740.746;5335129.793;487740.1465;5336274.841;488885.2067;5336275.48;488885.9791;5335130.396
Württembergische Flurkarten;SW 03415;486595.5958;5335129.092;486594.9112;5336274.166;487740.1465;5336274.841;487740.746;5335129.793
Württembergische Flurkarten;SW 03416;485450.3539;5335128.283;485449.8638;5336273.482;486594.9112;5336274.166;486595.5958;5335129.092
Württembergische Flurkarten;SW 03417;484304.988;5335127.589;484304.5554;5336272.809;485449.8638;5336273.482;485450.3539;5335128.283
Württembergische Flurkarten;SW 03418;483160.2039;5335126.802;483159.4323;5336272.034;484304.5554;5336272.809;484304.988;5335127.589
Württembergische Flurkarten;SW 03419;482014.8881;5335126.081;482014.027;5336271.294;483159.4323;5336272.034;483160.2039;5335126.802
Württembergische Flurkarten;SW 03420;480869.3685;5335125.663;480868.7971;5336270.717;482014.027;5336271.294;482014.8881;5335126.081
Württembergische Flurkarten;SW 03421;479724.0367;5335125.167;479723.5821;5336270.105;480868.7971;5336270.717;480869.3685;5335125.663
Württembergische Flurkarten;SW 03422;478578.8736;5335124.377;478578.3174;5336269.354;479723.5821;5336270.105;479724.0367;5335125.167
Württembergische Flurkarten;SW 03423;477433.6747;5335123.732;477433.0673;5336268.955;478578.3174;5336269.354;478578.8736;5335124.377
Württembergische Flurkarten;SW 03424;476288.497;5335123.066;476287.726;5336268.329;477433.0673;5336268.955;477433.6747;5335123.732
Württembergische Flurkarten;SW 03425;475143.0984;5335122.493;475142.3843;5336267.688;476287.726;5336268.329;476288.497;5335123.066
Württembergische Flurkarten;SW 03426;473997.8947;5335121.845;473997.2922;5336266.981;475142.3843;5336267.688;475143.0984;5335122.493
Württembergische Flurkarten;SW 03427;472852.7492;5335121.148;472852.13;5336266.3;473997.2922;5336266.981;473997.8947;5335121.845
Württembergische Flurkarten;SW 03428;471707.4887;5335120.509;471706.8811;5336265.74;472852.13;5336266.3;472852.7492;5335121.148
Württembergische Flurkarten;SW 03429;470562.2669;5335119.868;470561.6491;5336265.113;471706.8811;5336265.74;471707.4887;5335120.509
Württembergische Flurkarten;SO 08945;554199.4106;5272182.473;554198.7519;5273327.716;555344.0147;5273328.37;555344.6517;5272183.162
Württembergische Flurkarten;SO 04856;566770.3772;5319143.174;566769.6993;5320288.384;567914.9788;5320289.04;567915.6479;5319143.835
Württembergische Flurkarten;SO 04857;567915.6479;5319143.835;567914.9788;5320289.04;569060.2455;5320289.721;569060.9273;5319144.512
Württembergische Flurkarten;SO 04858;569060.9273;5319144.512;569060.2455;5320289.721;570205.5402;5320290.363;570206.1901;5319145.159
Württembergische Flurkarten;SO 04859;570206.1901;5319145.159;570205.5402;5320290.363;571350.8232;5320291.011;571351.4623;5319145.819
Württembergische Flurkarten;SO 04860;571351.4623;5319145.819;571350.8232;5320291.011;572496.0863;5320291.672;572496.7459;5319146.471
Württembergische Flurkarten;SO 04861;572496.7459;5319146.471;572496.0863;5320291.672;573641.3685;5320292.332;573642.0188;5319147.119
Württembergische Flurkarten;SO 04862;573642.0188;5319147.119;573641.3685;5320292.332;574786.6441;5320292.99;574787.3006;5319147.776
Württembergische Flurkarten;SO 04863;574787.3006;5319147.776;574786.6441;5320292.99;575931.9251;5320293.64;575932.5843;5319148.419
Württembergische Flurkarten;SO 04864;575932.5843;5319148.419;575931.9251;5320293.64;577077.2151;5320294.283;577077.8734;5319149.072
Württembergische Flurkarten;SO 04865;577077.8734;5319149.072;577077.2151;5320294.283;578222.5028;5320294.938;578223.1758;5319149.743
Württembergische Flurkarten;SO 04866;578223.1758;5319149.743;578222.5028;5320294.938;579367.8052;5320295.597;579368.485;5319150.397
Württembergische Flurkarten;SO 04867;579368.485;5319150.397;579367.8052;5320295.597;580513.1042;5320296.264;580513.7803;5319151.066
Württembergische Flurkarten;SO 04868;580513.7803;5319151.066;580513.1042;5320296.264;581658.4022;5320296.935;581659.0669;5319151.742
Württembergische Flurkarten;SO 04869;581659.0669;5319151.742;581658.4022;5320296.935;582803.7057;5320297.605;582804.381;5319152.409
Württembergische Flurkarten;SO 04870;582804.381;5319152.409;582803.7057;5320297.605;583948.9967;5320298.249;583949.6721;5319153.098
Württembergische Flurkarten;SO 04871;583949.6721;5319153.098;583948.9967;5320298.249;585094.3336;5320298.93;585095.0008;5319153.744
Württembergische Flurkarten;SO 04909;512945.8574;5317967.253;512945.0413;5319112.104;514090.2324;5319112.791;514091.1929;5317967.842
Württembergische Flurkarten;SO 04910;514091.1929;5317967.842;514090.2324;5319112.791;515235.824;5319113.38;515236.131;5317968.566
Württembergische Flurkarten;SO 04911;515236.131;5317968.566;515235.824;5319113.38;516380.667;5319114.054;516381.2278;5317969.329
Württembergische Flurkarten;SO 04912;516381.2278;5317969.329;516380.667;5319114.054;517525.417;5319114.845;517525.9984;5317969.85
Württembergische Flurkarten;SO 04913;517525.9984;5317969.85;517525.417;5319114.845;518670.4819;5319115.529;518671.1315;5317970.5
Württembergische Flurkarten;SO 04914;518671.1315;5317970.5;518670.4819;5319115.529;519815.4836;5319116.027;519816.2053;5317970.988
Württembergische Flurkarten;SO 04915;519816.2053;5317970.988;519815.4836;5319116.027;520960.7292;5319116.489;520961.3156;5317971.496
Württembergische Flurkarten;SO 04916;520961.3156;5317971.496;520960.7292;5319116.489;522105.9533;5319117.152;522106.6128;5317971.953
Württembergische Flurkarten;SO 04917;522106.6128;5317971.953;522105.9533;5319117.152;523251.1706;5319117.825;523251.8246;5317972.624
Württembergische Flurkarten;SO 04918;523251.8246;5317972.624;523251.1706;5319117.825;524396.3923;5319118.496;524397.0556;5317973.289
Württembergische Flurkarten;SO 04919;524397.0556;5317973.289;524396.3923;5319118.496;525541.6206;5319119.177;525542.2748;5317973.961
Württembergische Flurkarten;SO 04920;525542.2748;5317973.961;525541.6206;5319119.177;526686.8393;5319119.817;526687.4854;5317974.637
Württembergische Flurkarten;SO 04921;526687.4854;5317974.637;526686.8393;5319119.817;527832.0408;5319120.497;527832.7131;5317975.294
Württembergische Flurkarten;SO 04922;527832.7131;5317975.294;527832.0408;5319120.497;528977.2778;5319121.167;528977.936;5317975.984
Württembergische Flurkarten;SO 04923;528977.936;5317975.984;528977.2778;5319121.167;530122.4995;5319121.84;530123.1619;5317976.639
Württembergische Flurkarten;SO 04924;530123.1619;5317976.639;530122.4995;5319121.84;531267.7258;5319122.511;531268.3759;5317977.318
Württembergische Flurkarten;SO 04925;531268.3759;5317977.318;531267.7258;5319122.511;532412.9535;5319123.179;532413.5993;5317977.968
Württembergische Flurkarten;SO 05726;532418.8554;5308816.344;532418.1981;5309961.562;533563.4262;5309962.216;533564.0808;5308817.014
Württembergische Flurkarten;SW 00539;459091.0411;5368323.86;459090.4341;5369468.907;460235.5665;5369469.486;460236.202;5368324.339
Württembergische Flurkarten;SW 00540;457945.9437;5368323.214;457945.3249;5369468.392;459090.4341;5369468.907;459091.0411;5368323.86
Württembergische Flurkarten;SW 00541;456800.6271;5368322.586;456800.05;5369467.852;457945.3249;5369468.392;457945.9437;5368323.214
Württembergische Flurkarten;SW 00542;455655.4073;5368321.955;455654.683;5369467.411;456800.05;5369467.852;456800.6271;5368322.586
Württembergische Flurkarten;SW 00543;454510.4294;5368321.688;454509.2359;5369466.717;455654.683;5369467.411;455655.4073;5368321.955
Württembergische Flurkarten;SW 00544;453365.2868;5368321.59;453363.9951;5369466.233;454509.2359;5369466.717;454510.4294;5368321.688
Württembergische Flurkarten;SW 00545;452219.748;5368320.485;452218.4433;5369465.625;453363.9951;5369466.233;453365.2868;5368321.59
Württembergische Flurkarten;SW 00546;451073.9974;5368320.276;451072.8957;5369465.216;452218.4433;5369465.625;452219.748;5368320.485
Württembergische Flurkarten;SW 00547;449928.6383;5368320.075;449927.5384;5369465.007;451072.8957;5369465.216;451073.9974;5368320.276
Württembergische Flurkarten;SW 00548;448783.1861;5368319.567;448782.4871;5369464.887;449927.5384;5369465.007;449928.6383;5368320.075
Württembergische Flurkarten;SW 00549;447637.8407;5368318.877;447637.5161;5369463.901;448782.4871;5369464.887;448783.1861;5368319.567
Württembergische Flurkarten;SW 00550;446492.5964;5368318.187;446492.6813;5369463.205;447637.5161;5369463.901;447637.8407;5368318.877
Württembergische Flurkarten;SW 00601;502609.6962;5367204.255;502609.0098;5368349.465;503754.2302;5368350.126;503754.8974;5367204.928
Württembergische Flurkarten;SW 00602;501464.4868;5367203.577;501463.8031;5368348.799;502609.0098;5368349.465;502609.6962;5367204.255
Württembergische Flurkarten;SW 00603;500319.2648;5367202.909;500318.6061;5368348.119;501463.8031;5368348.799;501464.4868;5367203.577
Württembergische Flurkarten;SW 00604;499174.0529;5367202.252;499173.3771;5368347.451;500318.6061;5368348.119;500319.2648;5367202.909
Württembergische Flurkarten;SW 00605;498028.8441;5367201.605;498028.1464;5368346.81;499173.3771;5368347.451;499174.0529;5367202.252
Württembergische Flurkarten;SW 00606;496883.6454;5367200.943;496882.9629;5368346.113;498028.1464;5368346.81;498028.8441;5367201.605
Württembergische Flurkarten;SW 00607;495738.4156;5367200.229;495737.7464;5368345.445;496882.9629;5368346.113;496883.6454;5367200.943
Württembergische Flurkarten;SW 00608;494593.2047;5367199.604;494592.5515;5368344.761;495737.7464;5368345.445;495738.4156;5367200.229
Württembergische Flurkarten;SW 00609;493448.0454;5367198.912;493447.3588;5368344.124;494592.5515;5368344.761;494593.2047;5367199.604
Württembergische Flurkarten;SW 00610;492302.8173;5367198.259;492302.1392;5368343.475;493447.3588;5368344.124;493448.0454;5367198.912
Württembergische Flurkarten;SW 00611;491157.6143;5367197.583;491156.9439;5368342.791;492302.1392;5368343.475;492302.8173;5367198.259
Württembergische Flurkarten;SW 00612;490012.4177;5367196.909;490011.7501;5368342.123;491156.9439;5368342.791;491157.6143;5367197.583
Württembergische Flurkarten;SW 00613;488867.2217;5367196.206;488866.5625;5368341.442;490011.7501;5368342.123;490012.4177;5367196.909
Württembergische Flurkarten;SW 00614;487722.014;5367195.553;487721.3355;5368340.767;488866.5625;5368341.442;488867.2217;5367196.206
Württembergische Flurkarten;SW 00615;486576.5525;5367194.72;486576.1041;5368340.075;487721.3355;5368340.767;487722.014;5367195.553
Württembergische Flurkarten;SW 00616;485431.2369;5367193.911;485430.6439;5368339.198;486576.1041;5368340.075;486576.5525;5367194.72
Württembergische Flurkarten;SW 00617;484286.0472;5367193.269;484285.2829;5368338.59;485430.6439;5368339.198;485431.2369;5367193.911
Württembergische Flurkarten;SW 00618;483140.8564;5367192.678;483140.0554;5368337.85;484285.2829;5368338.59;484286.0472;5367193.269
Württembergische Flurkarten;SW 00619;481995.7305;5367192.039;481995.0133;5368337.265;483140.0554;5368337.85;483140.8564;5367192.678
Württembergische Flurkarten;SW 00620;480850.4767;5367191.266;480849.9448;5368336.542;481995.0133;5368337.265;481995.7305;5367192.039
Württembergische Flurkarten;SW 00621;479705.2349;5367190.721;479704.5821;5368335.887;480849.9448;5368336.542;480850.4767;5367191.266
Württembergische Flurkarten;SW 01722;478567.393;5354592.549;478566.6479;5355737.685;479711.9463;5355738.426;479712.7805;5354593.293
Württembergische Flurkarten;SO 08426;532436.7604;5277895.885;532436.0753;5279041.071;533581.2994;5279041.739;533581.9933;5277896.553
Württembergische Flurkarten;SO 08427;533581.9933;5277896.553;533581.2994;5279041.739;534726.5577;5279042.416;534727.2301;5277897.216
Württembergische Flurkarten;SO 08428;534727.2301;5277897.216;534726.5577;5279042.416;535871.7562;5279043.07;535872.4518;5277897.857
Württembergische Flurkarten;SO 08429;535872.4518;5277897.857;535871.7562;5279043.07;537016.9679;5279043.715;537017.6492;5277898.518
Württembergische Flurkarten;SO 08430;537017.6492;5277898.518;537016.9679;5279043.715;538162.208;5279044.394;538162.8904;5277899.181
Württembergische Flurkarten;SO 08431;538162.8904;5277899.181;538162.208;5279044.394;539307.4302;5279045.058;539308.0864;5277899.855
Württembergische Flurkarten;SO 08432;539308.0864;5277899.855;539307.4302;5279045.058;540452.6611;5279045.725;540453.3178;5277900.521
Württembergische Flurkarten;SO 08433;540453.3178;5277900.521;540452.6611;5279045.725;541597.8981;5279046.381;541598.5416;5277901.18
Württembergische Flurkarten;SO 08434;541598.5416;5277901.18;541597.8981;5279046.381;542743.101;5279047.058;542743.7284;5277901.837
Württembergische Flurkarten;SO 08435;542743.7284;5277901.837;542743.101;5279047.058;543888.3295;5279047.719;543888.9933;5277902.532
Württembergische Flurkarten;SO 08436;543888.9933;5277902.532;543888.3295;5279047.719;545033.5584;5279048.388;545034.2434;5277903.189
Württembergische Flurkarten;SO 08437;545034.2434;5277903.189;545033.5584;5279048.388;546178.8071;5279049.05;546179.4662;5277903.848
Württembergische Flurkarten;SO 08438;546179.4662;5277903.848;546178.8071;5279049.05;547324.0371;5279049.681;547324.7002;5277904.493
Württembergische Flurkarten;SO 08439;547324.7002;5277904.493;547324.0371;5279049.681;548469.2427;5279050.351;548469.9268;5277905.171
Württembergische Flurkarten;SO 08440;548469.9268;5277905.171;548469.2427;5279050.351;549614.5126;5279051.042;549615.1665;5277905.826
Württembergische Flurkarten;SO 08441;549615.1665;5277905.826;549614.5126;5279051.042;550759.7215;5279051.696;550760.3807;5277906.489
Württembergische Flurkarten;SO 08442;550760.3807;5277906.489;550759.7215;5279051.696;551904.985;5279052.394;551905.6197;5277907.174
Württembergische Flurkarten;SO 08443;551905.6197;5277907.174;551904.985;5279052.394;553050.2361;5279053.053;553050.88;5277907.843
Württembergische Flurkarten;SO 08444;553050.88;5277907.843;553050.2361;5279053.053;554195.4686;5279053.705;554196.1216;5277908.501
Württembergische Flurkarten;SO 08445;554196.1216;5277908.501;554195.4686;5279053.705;555340.7448;5279054.355;555341.3909;5277909.135
Württembergische Flurkarten;SO 08446;555341.3909;5277909.135;555340.7448;5279054.355;556485.9718;5279055.009;556486.6337;5277909.789
Württembergische Flurkarten;SO 08447;556486.6337;5277909.789;556485.9718;5279055.009;557631.2282;5279055.672;557631.9168;5277910.466
Württembergische Flurkarten;SO 08448;557631.9168;5277910.466;557631.2282;5279055.672;558776.502;5279056.324;558777.1822;5277911.131
Württembergische Flurkarten;SO 08449;558777.1822;5277911.131;558776.502;5279056.324;559921.7427;5279056.969;559922.4358;5277911.799
Württembergische Flurkarten;SO 08450;559922.4358;5277911.799;559921.7427;5279056.969;561067.0433;5279057.647;561067.7011;5277912.457
Württembergische Flurkarten;SO 08451;561067.7011;5277912.457;561067.0433;5279057.647;562212.3131;5279058.297;562212.9698;5277913.128
Württembergische Flurkarten;SO 08452;562212.9698;5277913.128;562212.3131;5279058.297;563357.5363;5279058.946;563358.2021;5277913.768
Württembergische Flurkarten;SO 08456;566793.9739;5277915.747;566793.3168;5279060.941;567938.5744;5279061.611;567939.246;5277916.402
Württembergische Flurkarten;SO 08457;567939.246;5277916.402;567938.5744;5279061.611;569083.8495;5279062.283;569084.5035;5277917.073
Württembergische Flurkarten;SO 08458;569084.5035;5277917.073;569083.8495;5279062.283;570229.1107;5279062.935;570229.7712;5277917.736
Württembergische Flurkarten;SO 08459;570229.7712;5277917.736;570229.1107;5279062.935;571374.4059;5279063.603;571375.0519;5277918.385
Württembergische Flurkarten;SO 08460;571375.0519;5277918.385;571374.4059;5279063.603;572519.677;5279064.249;572520.3318;5277919.044
Württembergische Flurkarten;SO 08461;572520.3318;5277919.044;572519.677;5279064.249;573664.9568;5279064.892;573665.6179;5277919.707
Württembergische Flurkarten;SW 00828;471689.9363;5364895.593;471689.2454;5366040.81;472834.4501;5366041.444;472835.1303;5364896.144
